,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
284,Tata Tiago NRG Petrol,2019.0,550000,10000.0,Petrol,Individual,Manual,First Owner
285,Mahindra TUV 300 T4 Plus,2018.0,760000,50000.0,Diesel,Individual,Manual,First Owner
286,Maruti Omni MPI STD BSIV,2018.0,250000,20000.0,Petrol,Individual,Manual,First Owner
287,Hyundai Santro Magna BSIV,2019.0,500000,1250.0,Petrol,Individual,Manual,First Owner
288,Tata Zest Revotron 1.2 XT,2015.0,380000,17152.0,Petrol,Individual,Manual,First Owner
289,Mahindra XUV500 W11 Option AT AWD,2019.0,1850000,5000.0,Diesel,Individual,Automatic,First Owner
290,Volkswagen Polo Diesel Trendline 1.2L,2012.0,350000,77000.0,Diesel,Individual,Manual,First Owner
291,Toyota Innova 2.5 G (Diesel) 7 Seater,2015.0,1125000,65000.0,Diesel,Individual,Manual,First Owner
292,Tata Indica Vista Quadrajet LX,2011.0,133000,80000.0,Diesel,Individual,Manual,First Owner
293,Hyundai EON Era Plus,2013.0,200000,24005.0,Petrol,Individual,Manual,First Owner
294,Maruti Vitara Brezza ZDi Plus,2018.0,940000,20000.0,Diesel,Individual,Manual,First Owner
295,Renault Duster 85PS Diesel RxL,2014.0,400000,120000.0,Diesel,Individual,Manual,First Owner
296,Maruti Swift Dzire ZDI,2015.0,625000,60000.0,Diesel,Individual,Manual,First Owner
297,Maruti Swift 1.3 VXi,2005.0,110000,80000.0,Petrol,Individual,Manual,First Owner
298,Renault Duster 110PS Diesel RxZ,2012.0,490000,100000.0,Diesel,Individual,Manual,First Owner
299,Maruti Alto K10 VXI Airbag,2015.0,275000,30000.0,Petrol,Individual,Manual,First Owner
300,Maruti Swift VDI,2012.0,352000,109000.0,Diesel,Individual,Manual,First Owner
301,Hyundai EON LPG Magna Plus,2012.0,180000,90000.0,LPG,Individual,Manual,First Owner
302,Maruti Alto LX,2012.0,150000,90000.0,Petrol,Individual,Manual,First Owner
303,Mahindra Bolero DI DX 7 Seater,2007.0,225000,120000.0,Diesel,Individual,Manual,First Owner
304,Honda Mobilio V i DTEC,2014.0,600000,44000.0,Diesel,Individual,Manual,First Owner
305,Maruti Ertiga BSIV ZXI,2015.0,500000,80000.0,Petrol,Individual,Manual,First Owner
306,Honda BR-V i-VTEC S MT,2018.0,900000,5000.0,Petrol,Individual,Manual,First Owner
307,Hyundai i20 Magna 1.2,2016.0,600000,61000.0,Petrol,Individual,Manual,First Owner
308,Hyundai i10 Era 1.1,2009.0,270000,27633.0,Petrol,Individual,Manual,First Owner
309,Hyundai Santro Xing GLS Audio LPG,2012.0,250000,100000.0,LPG,Individual,Manual,First Owner
310,Ford Figo 1.2P Titanium MT,2019.0,700000,12586.0,Petrol,Dealer,Manual,First Owner
311,Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018.0,650000,38083.0,Diesel,Dealer,Manual,First Owner
312,Ford Figo Diesel ZXI,2012.0,400000,55328.0,Diesel,Dealer,Manual,First Owner
313,Ford Figo Diesel Titanium,2012.0,425000,81632.0,Diesel,Dealer,Manual,First Owner
314,Ford Aspire Titanium Diesel BSIV,2016.0,600000,155201.0,Diesel,Dealer,Manual,First Owner
315,Ford EcoSport 1.5 TDCi Titanium BSIV,2013.0,600000,93283.0,Diesel,Dealer,Manual,First Owner
316,Maruti Swift Ldi BSIII,2009.0,300000,217871.0,Diesel,Dealer,Manual,First Owner
317,Ford Fiesta Classic 1.4 Duratorq CLXI,2012.0,450000,90165.0,Diesel,Dealer,Manual,First Owner
318,Ford Ecosport 1.5 DV5 MT Titanium,2014.0,750000,101504.0,Diesel,Dealer,Manual,First Owner
319,Honda WR-V i-DTEC V,2019.0,900000,60000.0,Diesel,Individual,Manual,First Owner
320,Skoda Laura L n K 1.9 PD,2006.0,350000,60000.0,Diesel,Individual,Manual,First Owner
321,Honda City i DTEC S,2014.0,520000,82000.0,Diesel,Individual,Manual,First Owner
322,Mahindra Scorpio 1.99 S4,2016.0,509999,60000.0,Diesel,Individual,Manual,First Owner
323,Maruti Baleno Alpha 1.2,2019.0,556000,24000.0,Petrol,Individual,Manual,First Owner
324,Tata Indigo Grand Dicor,2014.0,225000,120000.0,Diesel,Individual,Manual,First Owner
325,Honda Amaze EX i-Dtech,2013.0,325000,65000.0,Diesel,Dealer,Manual,First Owner
326,Maruti Swift VDI,2013.0,365000,65000.0,Diesel,Dealer,Manual,First Owner
327,Hyundai Creta 1.6 CRDi SX Plus,2015.0,850000,84000.0,Diesel,Dealer,Manual,First Owner
328,Toyota Etios GD SP,2013.0,350000,75000.0,Diesel,Dealer,Manual,First Owner
329,Maruti Alto LX,2011.0,135000,50000.0,Petrol,Individual,Manual,First Owner
330,Maruti Wagon R LXI Minor,2007.0,140000,49000.0,Petrol,Dealer,Manual,First Owner
331,Maruti SX4 S Cross DDiS 320 Delta,2012.0,665000,560000.0,Diesel,Dealer,Manual,First Owner
332,Renault KWID RXT,2015.0,275000,14365.0,Petrol,Dealer,Manual,First Owner
333,Toyota Fortuner 2.8 4WD AT BSIV,2017.0,2750000,41000.0,Diesel,Individual,Automatic,First Owner
334,Hyundai Verna 1.6 SX,2013.0,484999,65000.0,Diesel,Dealer,Manual,First Owner
335,Maruti Ciaz VDi Option SHVS,2015.0,565000,65000.0,Diesel,Dealer,Manual,First Owner
336,Maruti Swift Dzire VDI,2013.0,425000,61083.0,Diesel,Dealer,Manual,First Owner
337,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012.0,565000,72000.0,Diesel,Dealer,Manual,First Owner
338,Renault Duster 110PS Diesel RxL,2014.0,525000,65000.0,Diesel,Dealer,Manual,First Owner
339,Hyundai Tucson 2.0 e-VGT 2WD MT,2017.0,1650000,55000.0,Diesel,Dealer,Manual,First Owner
340,Hyundai Creta 1.6 VTVT AT SX Plus,2018.0,1475000,11700.0,Petrol,Dealer,Automatic,First Owner
341,Hyundai Verna VTVT 1.6 AT SX Option,2017.0,1100000,10000.0,Petrol,Individual,Automatic,First Owner
342,Maruti Swift ZXI BSIV,2016.0,670000,7104.0,Petrol,Trustmark Dealer,Manual,First Owner
343,Maruti S-Cross Zeta DDiS 200 SH,2015.0,750000,45974.0,Diesel,Trustmark Dealer,Manual,First Owner
344,Hyundai Verna 1.6 VTVT SX,2015.0,760000,55340.0,Petrol,Trustmark Dealer,Manual,First Owner
345,Renault Pulse RxL,2015.0,390000,60000.0,Diesel,Trustmark Dealer,Manual,First Owner
346,Honda Brio V MT,2014.0,425000,29654.0,Petrol,Trustmark Dealer,Manual,First Owner
347,Maruti Baleno Alpha 1.3,2016.0,770000,64672.0,Diesel,Trustmark Dealer,Manual,First Owner
348,Honda City i VTEC V,2015.0,775000,66521.0,Petrol,Trustmark Dealer,Manual,First Owner
349,BMW 3 Series 320d Luxury Line,2016.0,2150000,43000.0,Diesel,Dealer,Automatic,First Owner
350,Mercedes-Benz C-Class Progressive C 220d,2018.0,3800000,10000.0,Diesel,Dealer,Automatic,First Owner
351,Audi A4 3.0 TDI Quattro,2013.0,1580000,86000.0,Diesel,Dealer,Automatic,First Owner
352,BMW X5 xDrive 30d xLine,2019.0,4950000,30000.0,Diesel,Dealer,Automatic,First Owner
353,Hyundai Creta 1.6 CRDi SX,2016.0,535000,52600.0,Diesel,Individual,Manual,First Owner
354,Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,550000,19890.0,Petrol,Dealer,Automatic,First Owner
356,Maruti Ertiga VXI,2015.0,625000,11918.0,Petrol,Trustmark Dealer,Manual,First Owner
357,Hyundai Grand i10 Magna AT,2017.0,520000,10510.0,Petrol,Dealer,Automatic,First Owner
358,Chevrolet Beat LT Option,2016.0,239000,41000.0,Petrol,Dealer,Manual,First Owner
359,Toyota Fortuner 4x2 AT,2017.0,2600000,47162.0,Diesel,Trustmark Dealer,Automatic,First Owner
361,Hyundai i10 Magna,2012.0,229999,49824.0,Petrol,Dealer,Manual,First Owner
362,Audi A6 2.0 TDI Premium Plus,2013.0,1300000,58500.0,Diesel,Dealer,Automatic,First Owner
363,Hyundai Santro GS,2005.0,80000,56580.0,Petrol,Dealer,Manual,First Owner
364,Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000,52000.0,Diesel,Dealer,Manual,First Owner
366,Maruti Swift Dzire VDI,2017.0,600000,46507.0,Diesel,Trustmark Dealer,Manual,First Owner
382,Hyundai Verna 1.6 VTVT SX,2015.0,760000,55340.0,Petrol,Individual,Manual,First Owner
390,Maruti Ertiga VXI,2015.0,625000,60000.0,Petrol,Trustmark Dealer,Manual,First Owner
394,Maruti S-Cross Zeta DDiS 200 SH,2015.0,750000,60000.0,Diesel,Trustmark Dealer,Manual,First Owner
409,Chevrolet Beat LT Option,2014.0,239000,41000.0,Petrol,Dealer,Manual,First Owner
415,Hyundai Verna 1.6 VTVT SX,2015.0,760000,60000.0,Petrol,Trustmark Dealer,Manual,First Owner
417,Maruti Alto 800 LXI,2014.0,114999,30000.0,Petrol,Individual,Manual,First Owner
418,Mahindra Scorpio 1.99 S6 Plus,2016.0,900000,35000.0,Diesel,Individual,Manual,First Owner
419,Maruti Omni E MPI STD BS IV,2014.0,229999,11451.0,Petrol,Individual,Manual,First Owner
420,Tata Nexon 1.5 Revotorq XZ,2019.0,800000,60000.0,Diesel,Individual,Manual,First Owner
421,Maruti Swift VDI,2018.0,600000,60000.0,Diesel,Individual,Manual,First Owner
422,Chevrolet Tavera LS B3 7 Seats BSII,2005.0,150000,150000.0,Diesel,Individual,Manual,First Owner
423,Chevrolet Optra Magnum 2.0 LS,2009.0,150000,66000.0,Diesel,Individual,Manual,First Owner
424,Maruti Eeco 5 Seater Standard BSIV,2014.0,380000,5000.0,Petrol,Individual,Manual,First Owner
425,Tata Nano Lx BSIV,2012.0,75000,29900.0,Petrol,Individual,Manual,First Owner
426,Tata Hexa XT 4X4,2017.0,1600000,3000.0,Diesel,Individual,Manual,First Owner
427,Tata Indica Vista Quadrajet VX,2012.0,185000,85000.0,Diesel,Individual,Manual,First Owner
428,Mahindra Scorpio 2.6 CRDe SLE,2011.0,425000,50000.0,Diesel,Individual,Manual,First Owner
429,Maruti Swift Dzire AMT ZXI Plus BS IV,2017.0,710000,8000.0,Petrol,Individual,Automatic,First Owner
430,Honda Amaze S AT i-Vtech,2015.0,450000,7900.0,Petrol,Individual,Automatic,First Owner
431,Datsun RediGO T Option,2017.0,210000,50000.0,Petrol,Individual,Manual,First Owner
432,Maruti Alto K10 VXI,2016.0,270000,25000.0,Petrol,Individual,Manual,First Owner
433,Maruti Alto LXi,2009.0,110000,20000.0,Petrol,Individual,Manual,First Owner
434,Maruti Swift VXI,2018.0,540000,17500.0,Petrol,Individual,Manual,First Owner
435,Mahindra Renault Logan 1.4 GLX Petrol,2008.0,145000,25000.0,Petrol,Individual,Manual,First Owner
436,Tata Safari Storme VX,2013.0,360000,206500.0,Diesel,Individual,Manual,First Owner
437,Hyundai i10 Magna LPG,2013.0,250000,88600.0,LPG,Individual,Manual,First Owner
438,Tata Venture EX,2012.0,110000,80000.0,Diesel,Individual,Manual,First Owner
439,Chevrolet Aveo U-VA 1.2 LS,2010.0,140000,60000.0,Petrol,Individual,Manual,First Owner
440,Maruti Ciaz Zeta BSIV,2019.0,925000,11000.0,Petrol,Individual,Manual,First Owner
441,Tata Hexa XM,2017.0,969999,30000.0,Diesel,Individual,Manual,First Owner
442,Mahindra Thar CRDe ABS,2019.0,900000,15000.0,Diesel,Individual,Manual,First Owner
443,Maruti Alto K10 2010-2014 VXI,2011.0,135000,90000.0,Petrol,Individual,Manual,First Owner
444,Maruti 800 AC,2012.0,180000,120000.0,Petrol,Individual,Manual,First Owner
445,Maruti Alto 800 VXI,2015.0,190000,70000.0,Petrol,Individual,Manual,First Owner
446,Mahindra Bolero SLX,2011.0,311000,140000.0,Diesel,Individual,Manual,First Owner
447,Maruti Ritz LXI,2009.0,300000,15000.0,Petrol,Individual,Manual,First Owner
448,Honda Jazz VX,2014.0,600000,20000.0,Petrol,Individual,Manual,First Owner
449,Mahindra Scorpio SLE BSIII,2009.0,550000,100000.0,Diesel,Individual,Manual,First Owner
450,Skoda Rapid 1.6 MPI AT Elegance Plus,2015.0,600000,70000.0,Petrol,Individual,Automatic,First Owner
451,Maruti Alto 800 VXI,2018.0,195000,5000.0,Petrol,Individual,Manual,First Owner
452,Tata Nano LX,2013.0,58000,27974.0,Petrol,Individual,Manual,First Owner
453,Maruti Alto 800 VXI,2018.0,183000,40000.0,Petrol,Individual,Manual,First Owner
454,Maruti Zen Estilo 1.1 VXI BSIII,2007.0,95000,80000.0,Petrol,Individual,Manual,First Owner
455,Maruti Wagon R LX Minor,2013.0,250000,38000.0,Petrol,Individual,Manual,First Owner
457,Tata Zest Revotron 1.2 XT,2014.0,400000,35000.0,Petrol,Individual,Manual,First Owner
458,Maruti Swift AMT VXI,2018.0,600000,18000.0,Petrol,Individual,Automatic,First Owner
459,Honda Amaze SX i-VTEC,2016.0,600000,60000.0,Petrol,Individual,Manual,First Owner
460,Hyundai Grand i10 Nios Magna CRDi,2020.0,700000,1400.0,Diesel,Individual,Manual,First Owner
461,Chevrolet Beat LS,2011.0,160000,60000.0,Petrol,Individual,Manual,First Owner
462,Maruti Wagon R LXI Minor,2009.0,150000,53000.0,Petrol,Individual,Manual,First Owner
463,Volkswagen Jetta 1.9 L TDI,2010.0,250000,100000.0,Diesel,Dealer,Manual,First Owner
464,Renault Duster 85PS Diesel RxL,2015.0,650000,100000.0,Diesel,Individual,Manual,First Owner
465,Hyundai Xcent 1.1 CRDi SX Option,2016.0,600000,30000.0,Diesel,Individual,Manual,First Owner
466,Hyundai i20 1.2 Sportz,2011.0,250000,120000.0,Petrol,Individual,Manual,First Owner
467,Hyundai Grand i10 1.2 Kappa Asta,2017.0,475000,42000.0,Petrol,Individual,Manual,First Owner
468,Hyundai Grand i10 CRDi Sportz,2015.0,325000,100000.0,Diesel,Individual,Manual,First Owner
469,Honda City i VTEC V,2016.0,639000,28205.0,Petrol,Dealer,Manual,First Owner
470,Maruti Celerio VXI AT,2017.0,415000,32670.0,Petrol,Dealer,Automatic,First Owner
471,Hyundai Creta 1.6 CRDi AT SX Plus,2016.0,1199000,30093.0,Diesel,Dealer,Automatic,First Owner
472,Maruti Ertiga VXI CNG,2013.0,525000,56228.0,CNG,Dealer,Manual,First Owner
473,Hyundai Verna 1.6 SX VTVT,2013.0,425000,59319.0,Petrol,Dealer,Manual,First Owner
474,Maruti Vitara Brezza VDi,2016.0,699000,39503.0,Diesel,Dealer,Manual,First Owner
475,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013.0,325000,35299.0,Petrol,Dealer,Manual,First Owner
476,Toyota Etios V,2011.0,275000,51687.0,Petrol,Dealer,Manual,First Owner
477,Volkswagen Vento Petrol Highline AT,2011.0,269000,76259.0,Petrol,Dealer,Automatic,First Owner
478,Volkswagen Polo Diesel Highline 1.2L,2013.0,399000,44049.0,Diesel,Dealer,Manual,First Owner
479,Mahindra KUV 100 mFALCON D75 K8,2017.0,475000,45087.0,Diesel,Dealer,Manual,First Owner
480,Toyota Etios V,2011.0,249000,41125.0,Petrol,Dealer,Manual,First Owner
481,Audi A4 New  2.0 TDI Multitronic,2014.0,1549000,42215.0,Diesel,Dealer,Automatic,First Owner
482,Volkswagen Polo Petrol Highline 1.2L,2011.0,254999,54206.0,Petrol,Dealer,Manual,First Owner
483,Skoda Rapid 1.6 MPI Active,2012.0,269000,52547.0,Petrol,Dealer,Manual,First Owner
484,Maruti Wagon R Stingray LXI,2014.0,299000,54565.0,Petrol,Dealer,Manual,First Owner
485,Hyundai Verna 1.6 SX CRDi (O),2014.0,550000,50000.0,Diesel,Individual,Manual,First Owner
486,Land Rover Discovery Sport TD4 HSE 7S,2018.0,4000000,68000.0,Diesel,Individual,Automatic,First Owner
487,Maruti Swift VXI,2019.0,500000,20000.0,Petrol,Individual,Manual,First Owner
488,Maruti Alto LXi,2010.0,140000,60000.0,Petrol,Individual,Manual,First Owner
489,Maruti Swift VDI,2013.0,325000,60000.0,Diesel,Individual,Manual,First Owner
490,Hyundai Verna CRDi 1.6 SX Option,2019.0,1200000,25000.0,Diesel,Individual,Manual,First Owner
491,Maruti Alto 800 VXI,2017.0,229999,40000.0,Petrol,Individual,Manual,First Owner
492,Maruti Alto 800 LXI,2006.0,165000,132000.0,Petrol,Individual,Manual,First Owner
493,Tata Tiago XZA AMT,2018.0,525000,10980.0,Petrol,Dealer,Automatic,First Owner
494,Hyundai EON Era Plus,2018.0,325000,20629.0,Petrol,Dealer,Manual,First Owner
495,Hyundai Grand i10 AT Asta,2015.0,400000,30000.0,Petrol,Individual,Automatic,First Owner
496,Maruti Ciaz VXi,2015.0,550000,69782.0,Petrol,Dealer,Manual,First Owner
497,Maruti 800 Std,2003.0,98000,54000.0,Petrol,Individual,Manual,First Owner
498,Mahindra XUV500 W8 4WD,2013.0,900000,63654.0,Diesel,Dealer,Manual,First Owner
499,Renault Lodgy 85PS RxL,2017.0,700000,60000.0,Diesel,Individual,Manual,First Owner
500,Mahindra Scorpio S6 Plus 7 Seater,2015.0,890000,52000.0,Diesel,Dealer,Manual,First Owner
501,Maruti Swift LDI BSIV,2015.0,490000,59385.0,Diesel,Dealer,Manual,First Owner
502,Hyundai i20 2015-2017 Magna 1.2,2015.0,525000,70378.0,Petrol,Dealer,Manual,First Owner
503,Maruti Wagon R LXI BS IV,2013.0,330000,55425.0,Petrol,Dealer,Manual,First Owner
504,Mahindra Bolero Power Plus SLX,2018.0,790000,40890.0,Diesel,Dealer,Manual,First Owner
505,Toyota Innova Crysta 2.8 ZX AT BSIV,2017.0,1700000,75000.0,Diesel,Individual,Automatic,First Owner
506,Maruti Ciaz VDI SHVS,2017.0,750000,55545.0,Diesel,Dealer,Manual,First Owner
507,Honda Amaze EX i-Dtech,2014.0,409999,60000.0,Diesel,Dealer,Manual,First Owner
508,Hyundai EON Magna Plus,2016.0,220000,43700.0,Petrol,Individual,Manual,First Owner
509,Hyundai EON Era Plus,2017.0,290000,20000.0,Petrol,Individual,Manual,First Owner
510,Honda City i DTec SV,2014.0,600000,27483.0,Diesel,Dealer,Manual,First Owner
511,Maruti Swift LXI,2019.0,470000,8000.0,Petrol,Individual,Manual,First Owner
512,Hyundai i10 Sportz 1.2,2008.0,150000,30000.0,Petrol,Individual,Manual,First Owner
513,Maruti Zen LXI,2006.0,80000,70000.0,Petrol,Individual,Manual,First Owner
514,Honda WR-V i-VTEC VX,2018.0,875000,1440.0,Petrol,Individual,Manual,First Owner
515,Maruti Alto 800 LXI,2019.0,300000,50000.0,Petrol,Individual,Manual,First Owner
516,Toyota Fortuner 2.8 2WD AT BSIV,2017.0,2800000,20000.0,Diesel,Individual,Automatic,First Owner
517,Toyota Innova Crysta 2.4 ZX MT,2017.0,1330000,91195.0,Diesel,Dealer,Manual,First Owner
518,Volkswagen Polo 1.5 TDI Trendline,2011.0,220000,63657.0,Diesel,Dealer,Manual,First Owner
519,Mahindra Verito Vibe 1.5 dCi D4,2013.0,250000,60000.0,Diesel,Individual,Manual,First Owner
520,Toyota Innova 2.5 G (Diesel) 7 Seater,2016.0,919999,75000.0,Diesel,Dealer,Manual,First Owner
521,Volkswagen Vento Magnific 1.6 Highline,2013.0,380000,97248.0,Petrol,Dealer,Manual,First Owner
522,Maruti Swift VDI,2012.0,450000,46000.0,Diesel,Individual,Manual,First Owner
523,Hyundai Verna 1.6 VTVT AT S Option,2016.0,770000,10000.0,Petrol,Individual,Automatic,First Owner
524,Maruti Swift Dzire LDI,2018.0,550000,80000.0,Diesel,Individual,Manual,First Owner
525,Maruti SX4 Vxi BSIV,2013.0,400000,35000.0,Petrol,Individual,Manual,First Owner
526,Maruti Celerio VXI AT,2017.0,450000,50000.0,Diesel,Individual,Automatic,First Owner
527,Maruti Wagon R Stingray VXI,2014.0,300000,75000.0,Petrol,Individual,Manual,First Owner
528,Toyota Etios Liva 1.4 VD,2017.0,425000,36000.0,Diesel,Dealer,Manual,First Owner
529,Hyundai Xcent 1.2 Kappa SX,2016.0,350000,12000.0,Petrol,Individual,Manual,First Owner
530,Honda Amaze VX O iDTEC,2017.0,550000,12997.0,Diesel,Dealer,Manual,First Owner
531,Maruti Ciaz 1.4 AT Zeta,2017.0,500000,40000.0,Petrol,Individual,Automatic,First Owner
532,Mahindra Scorpio S4 4WD,2015.0,600000,60000.0,Diesel,Individual,Manual,First Owner
533,Hyundai Verna CRDi 1.6 SX Option,2018.0,1150000,26430.0,Diesel,Dealer,Manual,First Owner
534,Maruti Swift 1.3 VXI ABS,2015.0,475000,24600.0,Petrol,Dealer,Manual,First Owner
535,Maruti Wagon R LXI,2011.0,260000,28481.0,Petrol,Dealer,Manual,First Owner
536,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013.0,350000,100000.0,Petrol,Individual,Manual,First Owner
537,Mahindra XUV500 W8 2WD,2013.0,750000,41988.0,Diesel,Dealer,Manual,First Owner
538,Maruti Wagon R LXI,2009.0,180000,30375.0,Petrol,Dealer,Manual,First Owner
539,Renault KWID Climber 1.0 AMT BSIV,2017.0,350000,7658.0,Petrol,Dealer,Automatic,First Owner
540,Maruti Swift Dzire VDI,2017.0,611000,34400.0,Diesel,Dealer,Manual,First Owner
541,Renault KWID RXL BSIV,2017.0,325000,18500.0,Petrol,Dealer,Manual,First Owner
542,Maruti Wagon R AMT VXI,2014.0,300000,28942.0,Petrol,Dealer,Automatic,First Owner
543,Mahindra XUV500 W8 2WD,2012.0,711000,53600.0,Diesel,Dealer,Manual,First Owner
544,Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,851000,53652.0,Diesel,Dealer,Manual,First Owner
545,Maruti Ertiga VXI,2014.0,500000,25000.0,Petrol,Individual,Manual,First Owner
546,Maruti Alto 800 VXI,2017.0,150000,50000.0,Petrol,Individual,Manual,First Owner
547,Mahindra KUV 100 G80 K2,2018.0,450000,5000.0,Diesel,Individual,Manual,First Owner
548,Hyundai i20 1.4 Asta Option,2017.0,744000,106000.0,Diesel,Individual,Manual,First Owner
549,Maruti Celerio ZXI Optional AMT BSIV,2017.0,370000,82000.0,Petrol,Individual,Automatic,First Owner
550,Hyundai EON Magna Plus,2013.0,125000,205000.0,Petrol,Individual,Manual,First Owner
551,Fiat Linea Classic 1.3 Multijet,2015.0,350000,130000.0,Diesel,Individual,Manual,First Owner
552,Tata Indigo CR4,2013.0,170000,60000.0,Diesel,Individual,Manual,First Owner
553,Mahindra Scorpio S11 BSIV,2014.0,1300000,35000.0,Diesel,Individual,Manual,First Owner
554,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,550000,60000.0,Petrol,Individual,Manual,First Owner
555,Honda Brio 1.2 S MT,2017.0,400000,15000.0,Petrol,Individual,Manual,First Owner
556,Tata Nano Lx,2011.0,120000,20000.0,Petrol,Individual,Manual,First Owner
558,Ford Figo Petrol Titanium,2010.0,275000,70000.0,Petrol,Individual,Manual,First Owner
559,Tata Zest Revotron 1.2T XE,2016.0,285000,90000.0,Petrol,Individual,Manual,First Owner
560,Hyundai Creta 1.4 CRDi Base,2016.0,900000,80000.0,Diesel,Individual,Manual,First Owner
561,Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018.0,1700000,5000.0,Diesel,Individual,Manual,First Owner
562,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018.0,650000,15000.0,Petrol,Individual,Manual,First Owner
563,Maruti Ertiga VXI,2014.0,500000,35000.0,Petrol,Individual,Manual,First Owner
564,Toyota Etios Cross 1.2L G,2015.0,320000,60000.0,Petrol,Individual,Manual,First Owner
565,Renault Duster 110PS Diesel RxZ,2013.0,450000,120000.0,Diesel,Individual,Manual,First Owner
566,Mahindra KUV 100 mFALCON D75 K8 AW,2016.0,350000,90000.0,Diesel,Individual,Manual,First Owner
567,Maruti Swift Dzire VXI,2015.0,400000,90000.0,Petrol,Individual,Manual,First Owner
569,Tata Hexa XTA,2017.0,1200000,50000.0,Diesel,Individual,Automatic,First Owner
570,Maruti Swift Dzire VXI 1.2 BS IV,2018.0,615000,40000.0,Petrol,Individual,Manual,First Owner
571,Tata Nano LX,2013.0,60000,40000.0,Petrol,Individual,Manual,First Owner
